Claim_ID,Policy_ID,Accident_Date,FNOL_Date,Claim_Type,Claim_Complexity,Fraud_Flag,Litigation_Flag,Estimated_Claim_Amount,Ultimate_Claim_Amount,Severity_Band,Settlement_Date,Status,Settlement_Date_missing,FNOL_Month_Num,FNOL_DayOfWeek,FNOL_IsWeekend,Ultimate_Claim_Amount_Capped,is_extreme_claim,Customer_ID,Age_of_Driver,Gender,Occupation,Region,Annual_Mileage,Driving_Experience_Years,Vehicle_Type,Vehicle_Age,Credit_Score_Band,num_third_parties,max_injury_severity,has_minor,has_serious,has_fatality,has_pedestrian,has_passenger,has_driver
CLM34307,POL13061,2022-03-29,2022-03-31,Collision,High,False,False,151182,148681.0,Catastrophic,2022-09-11,settled,0,3,3,False,148681.0,False,CUST23061,76,Female,Retired,London,12403,57,Sedan,2,Good,,,,,,,,
CLM34308,POL13172,2018-11-08,2018-11-10,Fire,High,False,False,20422,15673.0,Minor,2019-04-25,settled,0,11,5,True,15673.0,False,CUST23172,50,Male,Unemployed,Manchester,12125,28,Sedan,1,Good,,,,,,,,
CLM34309,POL10071,2024-08-07,2024-08-13,Weather,Low,False,True,2363,1833.0,Minor,2024-10-30,settled,0,8,1,False,1833.0,False,CUST20071,64,Male,Unemployed,Liverpool,12270,45,Coupe,6,Excellent,,,,,,,,
CLM34310,POL10443,2025-03-07,2025-03-09,Collision,Low,False,False,10869,9851.0,Major,2025-07-05,settled,0,3,6,True,9851.0,False,CUST20443,45,Female,Employed,Bristol,14113,23,Van,2,Fair,,,,,,,,
CLM34311,POL12336,2025-01-19,2025-01-19,Collision,High,False,False,71404,63285.0,Catastrophic,2026-09-14,settled,0,1,6,True,63285.0,False,CUST22336,78,Male,Retired,Birmingham,5311,60,Sedan,15,Good,,,,,,,,
CLM34312,POL11548,2021-03-24,2021-03-26,Weather,Low,False,False,11163,8663.0,Moderate,2021-06-06,settled,0,3,4,False,8663.0,False,CUST21548,66,Male,Retired,Cardiff,9546,48,Hatchback,16,Excellent,,,,,,,,
CLM34313,POL10637,2022-07-05,2022-07-05,Collision,Medium,False,False,42240,34814.0,Severe,2022-09-24,settled,0,7,1,False,34814.0,False,CUST20637,77,Female,Retired,Edinburgh,9925,59,Van,4,Good,,,,,,,,
CLM34314,POL11897,2024-07-15,2024-07-15,Collision,High,False,False,4238,3972.0,Moderate,2025-10-08,settled,0,7,0,False,3972.0,False,CUST21897,55,Male,Employed,Bristol,13501,37,Sedan,17,Excellent,,,,,,,,
CLM34315,POL10207,2024-07-31,2024-08-02,Collision,Low,False,False,2006,1707.0,Minor,2024-09-07,settled,0,8,4,False,1707.0,False,CUST20207,25,Female,Self-Employed,Edinburgh,11140,5,Sedan,1,Poor,,,,,,,,
CLM34316,POL14559,2025-08-25,2025-08-28,Vandalism,High,False,False,20484,24310.0,Severe,2026-07-13,settled,0,8,3,False,24310.0,False,CUST24559,76,Male,Retired,Glasgow,14857,56,Sedan,6,Good,,,,,,,,
CLM34317,POL13212,2019-10-14,2019-10-15,Vandalism,Medium,False,False,7355,6388.0,Major,2020-02-27,settled,0,10,1,False,6388.0,False,CUST23212,27,Female,Employed,Birmingham,13552,8,SUV,20,Good,,,,,,,,
CLM34318,POL13360,2023-07-27,2023-07-27,Collision,Low,False,False,1593,962.0,Minor,2023-09-13,settled,0,7,3,False,962.0,False,CUST23360,69,Male,Retired,Leeds,17276,47,Van,0,Fair,1.0,1.0,True,False,False,False,False,True
CLM34319,POL14787,2021-07-03,2021-07-03,Fire,Low,False,False,14511,8556.0,Minor,2021-09-14,settled,0,7,5,True,8556.0,False,CUST24787,68,Female,Unemployed,Manchester,11115,47,Sedan,12,Poor,,,,,,,,
CLM34320,POL14477,2024-02-13,2024-02-14,Collision,Low,False,False,2302,1903.0,Minor,2024-03-23,settled,0,2,2,False,1903.0,False,CUST24477,67,Female,Retired,London,12780,48,Motorcycle,16,Good,,,,,,,,
CLM34321,POL10182,2022-08-05,2022-08-06,Collision,Medium,True,False,17675,15997.0,Major,2022-12-25,settled,0,8,5,True,15997.0,False,CUST20182,70,Male,Retired,London,18863,49,Motorcycle,10,Excellent,2.0,1.0,True,False,False,True,False,False
CLM34322,POL14843,2023-01-12,2023-01-12,Theft,Medium,False,False,6758,4634.0,Minor,2023-06-18,settled,0,1,3,False,4634.0,False,CUST24843,20,Female,Student,London,7783,1,SUV,18,Good,,,,,,,,
CLM34323,POL13584,2020-05-19,2020-05-20,Weather,Low,False,False,20910,18962.0,Major,2020-08-26,settled,0,5,2,False,18962.0,False,CUST23584,40,Male,Employed,Manchester,20035,21,SUV,12,Good,1.0,1.0,True,False,False,True,False,False
CLM34324,POL13046,2024-12-22,2024-12-22,Weather,Medium,False,False,2103,1198.0,Minor,2025-06-01,settled,0,12,6,True,1198.0,False,CUST23046,32,Male,Self-Employed,Newcastle,10047,12,Sedan,18,Poor,,,,,,,,
CLM34325,POL14511,2025-08-03,2025-08-03,Collision,Low,False,False,1745,1417.0,Minor,2025-09-24,settled,0,8,6,True,1417.0,False,CUST24511,46,Male,Employed,Manchester,1979,25,SUV,17,Good,,,,,,,,
CLM34326,POL10982,2019-04-30,2019-05-01,Collision,Medium,False,False,10029,8805.0,Major,2019-09-17,settled,0,5,2,False,8805.0,False,CUST20982,50,Female,Employed,Liverpool,9595,31,Coupe,0,Excellent,,,,,,,,
CLM34327,POL13996,2018-11-05,2018-11-08,Collision,Low,False,False,1202,813.0,Minor,2018-12-19,settled,0,11,3,False,813.0,False,CUST23996,22,Male,Student,Edinburgh,11372,3,SUV,13,Fair,,,,,,,,
CLM34328,POL11871,2020-06-22,2020-06-22,Collision,Low,True,False,1886,1164.0,Minor,2020-08-20,settled,0,6,0,False,1164.0,False,CUST21871,73,Male,Retired,Edinburgh,8759,51,Coupe,10,Good,,,,,,,,
CLM34329,POL10010,2024-05-20,2024-05-21,Collision,Low,False,False,1204,670.0,Minor,2024-06-29,settled,0,5,1,False,670.0,False,CUST20010,29,Female,Employed,Leeds,7574,9,SUV,2,Good,1.0,1.0,True,False,False,False,True,False
CLM34330,POL10858,2023-12-24,2023-12-28,Weather,Low,False,False,2106,1359.0,Minor,2024-03-05,settled,0,12,3,False,1359.0,False,CUST20858,30,Male,Employed,Newcastle,15637,12,SUV,15,Poor,,,,,,,,
CLM34331,POL13828,2024-04-10,2024-04-12,Fire,Low,False,False,28758,25530.0,Moderate,2024-07-06,settled,0,4,4,False,25530.0,False,CUST23828,38,Male,Self-Employed,Birmingham,8232,18,Sedan,11,Excellent,,,,,,,,
CLM34332,POL12425,2020-07-27,2020-07-28,Collision,Low,False,False,3183,2363.0,Moderate,2020-09-29,settled,0,7,1,False,2363.0,False,CUST22425,18,Male,Student,Manchester,9098,0,SUV,11,Fair,1.0,1.0,True,False,False,False,False,True
CLM34333,POL14361,2019-07-22,2019-07-22,Other,Low,False,True,2852,1781.0,Minor,2019-10-16,settled,0,7,0,False,1781.0,False,CUST24361,28,Female,Unemployed,Edinburgh,15500,7,Van,2,Excellent,1.0,1.0,True,False,False,False,False,True
CLM34334,POL13874,2024-03-24,2024-03-24,Collision,Medium,False,True,8417,6684.0,Major,2024-08-04,settled,0,3,6,True,6684.0,False,CUST23874,37,Male,Employed,Edinburgh,16423,15,SUV,15,Excellent,1.0,1.0,True,False,False,True,False,False
CLM34335,POL11454,2022-04-24,2022-04-24,Collision,Low,False,False,5651,3637.0,Moderate,2022-06-21,settled,0,4,6,True,3637.0,False,CUST21454,48,Male,Self-Employed,Glasgow,10212,28,Coupe,14,Excellent,,,,,,,,
CLM34336,POL12602,2021-06-01,2021-06-02,Collision,Low,False,False,5345,4392.0,Moderate,2021-09-09,settled,0,6,2,False,4392.0,False,CUST22602,78,Male,Retired,Leeds,15174,59,Coupe,11,Fair,,,,,,,,
CLM34337,POL14814,2022-06-05,2022-06-07,Collision,Low,False,True,1651,946.0,Minor,2022-08-19,settled,0,6,1,False,946.0,False,CUST24814,65,Male,Self-Employed,Glasgow,15558,44,Hatchback,11,Good,,,,,,,,
CLM34338,POL14464,2021-11-01,2021-11-02,Collision,High,False,True,94984,87773.0,Catastrophic,2023-05-09,settled,0,11,1,False,87773.0,False,CUST24464,72,Male,Retired,Manchester,17238,53,SUV,12,Poor,,,,,,,,
CLM34339,POL13002,2019-04-13,2019-04-13,Weather,Low,False,True,5797,4939.0,Moderate,2019-06-11,settled,0,4,5,True,4939.0,False,CUST23002,64,Male,Unemployed,Newcastle,7260,45,SUV,11,Good,,,,,,,,
CLM34340,POL14400,2024-05-26,2024-05-26,Theft,Low,False,False,4233,3067.0,Minor,2024-07-04,settled,0,5,6,True,3067.0,False,CUST24400,59,Female,Employed,Bristol,12022,37,Coupe,3,Fair,1.0,1.0,True,False,False,True,False,False
CLM34341,POL12079,2021-03-19,2021-03-19,Collision,Low,False,False,9637,7484.0,Major,2021-06-21,settled,0,3,4,False,7484.0,False,CUST22079,59,Female,Employed,Liverpool,18451,38,Hatchback,0,Good,1.0,1.0,True,False,False,False,True,False
CLM34342,POL13027,2024-11-20,2024-11-22,Collision,Low,False,False,2504,2018.0,Minor,2025-02-17,settled,0,11,4,False,2018.0,False,CUST23027,55,Male,Employed,Liverpool,16747,35,Van,19,Good,,,,,,,,
CLM34343,POL13909,2022-12-17,2022-12-20,Collision,High,False,False,15826,2540.0,Major,,open,1,12,1,False,2540.0,False,CUST23909,47,Female,Employed,Glasgow,15570,29,Hatchback,13,Good,,,,,,,,
CLM34344,POL12309,2023-03-28,2023-04-03,Collision,Low,False,True,2304,1765.0,Minor,2023-07-01,settled,0,4,0,False,1765.0,False,CUST22309,59,Male,Retired,Liverpool,7668,41,Van,15,Good,1.0,1.0,True,False,False,False,False,True
CLM34345,POL10012,2021-05-08,2021-05-13,Weather,Low,False,False,2705,2092.0,Minor,2021-06-26,settled,0,5,3,False,2092.0,False,CUST20012,26,Male,Employed,Edinburgh,6477,8,Hatchback,3,Poor,,,,,,,,
CLM34346,POL13336,2019-08-07,2019-08-08,Vandalism,Low,False,True,4642,3815.0,Moderate,2019-09-23,settled,0,8,3,False,3815.0,False,CUST23336,75,Female,Retired,Edinburgh,5754,56,Van,9,Good,,,,,,,,
CLM34347,POL12900,2023-11-12,2023-11-12,Collision,Low,False,True,7021,6137.0,Moderate,2024-01-22,settled,0,11,6,True,6137.0,False,CUST22900,47,Male,Employed,Liverpool,12064,28,SUV,18,Good,,,,,,,,
CLM34348,POL14152,2023-09-12,2023-09-13,Weather,Low,False,False,3046,2739.0,Minor,2023-12-03,settled,0,9,2,False,2739.0,False,CUST24152,72,Female,Retired,Cardiff,9799,50,Sedan,9,Good,,,,,,,,
CLM34349,POL14339,2025-02-21,2025-02-21,Weather,Medium,False,False,9469,8901.0,Moderate,2025-06-04,settled,0,2,4,False,8901.0,False,CUST24339,53,Female,Self-Employed,Manchester,19709,35,SUV,0,Excellent,,,,,,,,
CLM34350,POL14178,2023-09-28,2023-10-05,Collision,Low,True,False,17926,17018.0,Severe,2023-11-22,settled,0,10,3,False,17018.0,False,CUST24178,62,Female,Retired,Newcastle,16506,40,Sedan,2,Good,,,,,,,,
CLM34351,POL12742,2019-09-14,2019-09-15,Weather,Medium,False,False,35648,28859.0,Severe,2020-02-27,settled,0,9,6,True,28859.0,False,CUST22742,38,Male,Unemployed,Cardiff,10427,16,Coupe,8,Good,1.0,1.0,True,False,False,False,False,True
CLM34352,POL14375,2024-04-21,2024-04-21,Vandalism,Low,False,False,1091,675.0,Minor,2024-06-26,settled,0,4,6,True,675.0,False,CUST24375,35,Female,Employed,Manchester,9037,17,Sedan,10,Excellent,,,,,,,,
CLM34353,POL11444,2023-09-24,2023-09-24,Collision,Low,False,False,6200,5531.0,Moderate,2023-12-08,settled,0,9,6,True,5531.0,False,CUST21444,31,Male,Employed,Glasgow,18574,9,Coupe,11,Excellent,,,,,,,,
CLM34354,POL14098,2022-04-05,2022-04-05,Fire,Low,False,True,37789,33164.0,Moderate,2022-05-17,settled,0,4,1,False,33164.0,False,CUST24098,36,Male,Employed,London,12775,14,Sedan,6,Good,1.0,1.0,True,False,False,False,False,True
CLM34355,POL14735,2020-01-18,2020-01-19,Weather,Low,False,False,2738,2385.0,Minor,2020-03-13,settled,0,1,6,True,2385.0,False,CUST24735,49,Male,Unemployed,Edinburgh,14577,29,SUV,9,Excellent,,,,,,,,
CLM34356,POL11568,2024-04-17,2024-04-23,Collision,Medium,False,True,2451,2180.0,Minor,2024-08-16,settled,0,4,1,False,2180.0,False,CUST21568,28,Female,Employed,Manchester,5315,8,Sedan,0,Good,,,,,,,,
CLM34357,POL12146,2018-11-30,2018-12-02,Weather,Low,False,False,2161,1117.0,Minor,2019-01-19,settled,0,12,6,True,1117.0,False,CUST22146,19,Male,Student,Glasgow,8944,1,SUV,9,Excellent,,,,,,,,
CLM34358,POL11680,2019-11-13,2019-11-13,Weather,Medium,False,False,16029,15893.0,Major,2020-05-13,settled,0,11,2,False,15893.0,False,CUST21680,19,Female,Student,London,12934,0,Motorcycle,17,Good,,,,,,,,
CLM34359,POL13652,2023-03-29,2023-03-29,Weather,High,False,False,17192,14439.0,Major,2024-03-30,settled,0,3,2,False,14439.0,False,CUST23652,70,Male,Retired,Leeds,11877,52,SUV,17,Fair,,,,,,,,
CLM34360,POL13812,2023-05-04,2023-05-05,Weather,Low,False,False,3343,1707.0,Minor,2023-06-27,settled,0,5,4,False,1707.0,False,CUST23812,67,Female,Retired,Bristol,13362,48,SUV,7,Excellent,1.0,1.0,True,False,False,True,False,False
CLM34361,POL14729,2019-02-12,2019-02-14,Collision,Low,False,False,1928,1534.0,Minor,2019-03-22,settled,0,2,3,False,1534.0,False,CUST24729,59,Female,Self-Employed,Glasgow,15856,39,SUV,20,Excellent,,,,,,,,
CLM34362,POL10632,2024-12-18,2024-12-20,Other,Low,True,False,3054,2301.0,Minor,2025-02-01,settled,0,12,4,False,2301.0,False,CUST20632,55,Male,Self-Employed,Edinburgh,14495,33,Sedan,8,Good,,,,,,,,
CLM34363,POL14880,2024-11-15,2024-11-17,Collision,Low,False,False,2252,2710.0,Minor,2024-12-22,settled,0,11,6,True,2710.0,False,CUST24880,56,Female,Unemployed,Manchester,9307,37,SUV,1,Fair,,,,,,,,
CLM34364,POL12850,2018-09-19,2018-09-20,Weather,Low,False,False,3053,2588.0,Minor,2018-10-27,settled,0,9,3,False,2588.0,False,CUST22850,35,Male,Employed,Leeds,5213,17,Sedan,20,Fair,,,,,,,,
CLM34365,POL13357,2019-09-26,2019-09-28,Theft,Low,False,False,5968,3498.0,Minor,2019-12-09,settled,0,9,5,True,3498.0,False,CUST23357,79,Female,Retired,Leeds,19557,58,Sedan,3,Excellent,,,,,,,,
CLM34366,POL11586,2025-06-28,2025-06-28,Fire,Low,False,False,92266,71112.0,Major,2025-10-06,settled,0,6,5,True,71112.0,False,CUST21586,64,Female,Retired,Edinburgh,17865,44,Sedan,13,Good,1.0,1.0,True,False,False,True,False,False
CLM34367,POL10751,2025-08-28,2025-08-28,Weather,Low,False,False,2708,2251.0,Minor,2025-11-24,settled,0,8,3,False,2251.0,False,CUST20751,21,Female,Student,Leeds,9449,0,Hatchback,16,Excellent,2.0,1.0,True,False,False,True,True,False
CLM34368,POL14608,2022-02-17,2022-02-17,Other,Low,False,True,13722,17400.0,Major,2022-05-22,settled,0,2,3,False,17400.0,False,CUST24608,52,Female,Self-Employed,London,7225,32,Sedan,5,Excellent,,,,,,,,
CLM34369,POL14881,2024-06-01,2024-06-01,Collision,Low,False,False,4543,3051.0,Moderate,2024-07-15,settled,0,6,5,True,3051.0,False,CUST24881,33,Male,Employed,Leeds,15788,15,Hatchback,6,Good,,,,,,,,
CLM34370,POL11004,2025-01-08,2025-01-15,Vandalism,Low,False,False,1462,1203.0,Minor,2025-02-24,settled,0,1,2,False,1203.0,False,CUST21004,30,Male,Employed,Leeds,10222,9,Hatchback,3,Good,,,,,,,,
CLM34371,POL13404,2021-01-13,2021-01-16,Theft,Low,False,False,12825,8590.0,Moderate,2021-03-14,settled,0,1,5,True,8590.0,False,CUST23404,26,Female,Unemployed,Birmingham,13786,5,Van,5,Good,,,,,,,,
CLM34372,POL14795,2023-10-31,2023-11-01,Collision,Low,False,False,5518,5052.0,Moderate,2023-12-24,settled,0,11,2,False,5052.0,False,CUST24795,41,Female,Employed,Bristol,7022,19,Hatchback,15,Good,,,,,,,,
CLM34373,POL13277,2022-07-16,2022-07-16,Collision,Medium,False,False,50824,46782.0,Severe,2023-01-07,settled,0,7,5,True,46782.0,False,CUST23277,36,Female,Self-Employed,Manchester,9812,15,Coupe,9,Good,1.0,1.0,True,False,False,True,False,False
CLM34374,POL10734,2022-10-16,2022-10-16,Collision,Low,False,False,10931,8294.0,Major,2022-12-29,settled,0,10,6,True,8294.0,False,CUST20734,74,Male,Retired,Edinburgh,15316,53,Sedan,4,Excellent,,,,,,,,
CLM34375,POL14200,2019-04-29,2019-05-01,Theft,Medium,False,False,4117,3001.0,Minor,2019-08-11,settled,0,5,2,False,3001.0,False,CUST24200,44,Male,Student,Birmingham,15772,24,Hatchback,14,Excellent,,,,,,,,
CLM34376,POL14177,2021-03-20,2021-03-21,Theft,Low,False,False,4084,2190.0,Minor,2021-06-18,settled,0,3,6,True,2190.0,False,CUST24177,24,Male,Unemployed,Bristol,11355,3,Hatchback,17,Good,1.0,1.0,True,False,False,False,False,True
CLM34377,POL10233,2023-10-24,2023-10-26,Collision,Low,False,False,2295,1825.0,Minor,2024-01-06,settled,0,10,3,False,1825.0,False,CUST20233,57,Female,Self-Employed,Glasgow,12738,37,Motorcycle,18,Good,,,,,,,,
CLM34378,POL11448,2022-06-09,2022-06-09,Vandalism,Low,False,False,1183,664.0,Minor,2022-07-22,settled,0,6,3,False,664.0,False,CUST21448,20,Male,Student,Edinburgh,12186,0,Sedan,3,Poor,,,,,,,,
CLM34379,POL13150,2024-12-30,2024-12-31,Collision,High,False,False,147707,2540.0,Catastrophic,,open,1,12,1,False,2540.0,False,CUST23150,34,Male,Student,Newcastle,13045,15,Hatchback,20,Excellent,,,,,,,,
CLM34380,POL14014,2025-08-31,2025-09-04,Collision,Low,False,False,1759,1436.0,Minor,2025-10-06,settled,0,9,3,False,1436.0,False,CUST24014,74,Female,Retired,Liverpool,19497,53,Sedan,6,Fair,,,,,,,,
CLM34381,POL12362,2025-06-11,2025-06-12,Collision,Medium,False,False,13667,10744.0,Major,2025-12-20,settled,0,6,3,False,10744.0,False,CUST22362,50,Female,Self-Employed,Liverpool,7878,28,Motorcycle,8,Good,,,,,,,,
CLM34382,POL11904,2024-01-08,2024-01-08,Collision,Low,False,True,2357,2540.0,Minor,,open,1,1,0,False,2540.0,False,CUST21904,49,Female,Self-Employed,Leeds,4883,28,Sedan,6,Fair,,,,,,,,
CLM34383,POL11738,2022-10-16,2022-10-16,Fire,Medium,False,False,14650,10483.0,Minor,2023-01-10,settled,0,10,6,True,10483.0,False,CUST21738,37,Male,Student,Newcastle,6321,18,Hatchback,17,Good,,,,,,,,
CLM34384,POL10200,2023-10-16,2023-10-16,Collision,Low,False,False,2843,1454.0,Minor,2023-12-26,settled,0,10,0,False,1454.0,False,CUST20200,33,Male,Employed,Liverpool,16279,12,Hatchback,9,Fair,1.0,1.0,True,False,False,False,False,True
CLM34385,POL10730,2019-12-30,2019-12-30,Vandalism,Low,False,False,1362,828.0,Minor,2020-02-03,settled,0,12,0,False,828.0,False,CUST20730,38,Male,Self-Employed,Edinburgh,8954,18,Sedan,15,Good,,,,,,,,
CLM34386,POL10885,2019-10-23,2019-10-24,Other,Low,False,False,12790,11080.0,Major,2020-01-05,settled,0,10,3,False,11080.0,False,CUST20885,18,Male,Student,London,16649,0,Motorcycle,15,Excellent,,,,,,,,
CLM34387,POL14572,2021-03-15,2021-03-15,Weather,Medium,False,False,16579,12988.0,Major,2021-09-22,settled,0,3,0,False,12988.0,False,CUST24572,24,Female,Self-Employed,Bristol,10984,4,SUV,5,Excellent,,,,,,,,
CLM34388,POL11175,2018-09-27,2018-10-03,Weather,Low,False,False,44870,39318.0,Severe,2019-02-14,settled,0,10,2,False,39318.0,False,CUST21175,45,Male,Employed,Birmingham,17341,26,Van,1,Good,1.0,1.0,True,False,False,True,False,False
CLM34389,POL14829,2022-07-18,2022-07-18,Theft,Low,False,False,7307,5850.0,Minor,2022-09-27,settled,0,7,0,False,5850.0,False,CUST24829,54,Female,Employed,London,19802,34,Hatchback,16,Excellent,2.0,1.0,True,False,False,False,True,True
CLM34390,POL10944,2022-09-12,2022-09-18,Collision,Medium,False,False,12037,10398.0,Major,2023-01-25,settled,0,9,6,True,10398.0,False,CUST20944,65,Male,Retired,Newcastle,15426,46,Sedan,3,Fair,1.0,1.0,True,False,False,False,True,False
CLM34391,POL13158,2021-12-27,2021-12-30,Collision,Medium,False,False,19293,18322.0,Major,2022-06-01,settled,0,12,3,False,18322.0,False,CUST23158,70,Male,Retired,Birmingham,6055,48,SUV,0,Good,1.0,1.0,True,False,False,True,False,False
CLM34392,POL14701,2024-11-09,2024-11-11,Collision,Medium,True,False,4139,2564.0,Moderate,2025-01-31,settled,0,11,0,False,2564.0,False,CUST24701,62,Female,Employed,Edinburgh,19390,41,Sedan,2,Excellent,,,,,,,,
CLM34393,POL12646,2024-07-27,2024-08-01,Collision,Low,False,False,2928,2387.0,Minor,2024-09-21,settled,0,8,3,False,2387.0,False,CUST22646,73,Male,Retired,Edinburgh,13224,53,Sedan,13,Excellent,,,,,,,,
CLM34394,POL12477,2022-11-28,2022-11-28,Other,Medium,False,False,13605,10449.0,Major,2023-04-29,settled,0,11,0,False,10449.0,False,CUST22477,55,Male,Employed,Glasgow,15245,33,Hatchback,0,Good,1.0,2.0,False,True,False,True,False,False
CLM34395,POL12377,2019-11-28,2019-11-30,Fire,Low,False,False,14721,8093.0,Minor,2020-01-12,settled,0,11,5,True,8093.0,False,CUST22377,55,Male,Employed,Cardiff,11169,35,Coupe,11,Excellent,1.0,1.0,True,False,False,True,False,False
CLM34396,POL12763,2019-03-25,2019-03-29,Theft,Low,False,True,43036,30883.0,Major,2019-05-20,settled,0,3,4,False,30883.0,False,CUST22763,57,Male,Retired,Glasgow,4914,39,SUV,18,Excellent,,,,,,,,
CLM34397,POL13679,2020-07-22,2020-07-23,Fire,Medium,False,False,359245,342358.0,Severe,2021-01-08,settled,0,7,3,False,170896.0200000001,True,CUST23679,28,Male,Employed,Edinburgh,14618,7,Coupe,0,Excellent,,,,,,,,
CLM34398,POL10950,2024-03-27,2024-03-31,Collision,Low,False,False,2806,2038.0,Minor,2024-04-30,settled,0,3,6,True,2038.0,False,CUST20950,66,Male,Retired,Liverpool,12222,48,Hatchback,9,Poor,,,,,,,,
CLM34399,POL11495,2020-04-16,2020-04-16,Collision,Low,False,False,3339,2791.0,Minor,2020-06-06,settled,0,4,3,False,2791.0,False,CUST21495,42,Female,Employed,Edinburgh,5780,24,SUV,12,Good,,,,,,,,
CLM34400,POL12749,2023-04-22,2023-04-22,Collision,Low,False,False,5984,2540.0,Moderate,,open,1,4,5,True,2540.0,False,CUST22749,73,Female,Retired,Glasgow,17166,54,SUV,8,Good,,,,,,,,
CLM34401,POL14540,2019-12-01,2019-12-01,Other,Low,False,False,3096,2352.0,Minor,2020-01-31,settled,0,12,6,True,2352.0,False,CUST24540,43,Male,Employed,Cardiff,7758,25,Coupe,15,Excellent,,,,,,,,
CLM34402,POL14273,2021-07-26,2021-07-28,Theft,Low,False,False,3533,2919.0,Minor,2021-09-17,settled,0,7,2,False,2919.0,False,CUST24273,72,Male,Retired,Birmingham,12130,53,Hatchback,19,Poor,,,,,,,,
CLM34403,POL14927,2025-07-26,2025-07-26,Collision,Low,False,False,1715,858.0,Minor,2025-10-05,settled,0,7,5,True,858.0,False,CUST24927,40,Female,Employed,Newcastle,14638,20,SUV,7,Good,,,,,,,,
CLM34404,POL11217,2020-11-29,2020-11-30,Theft,Low,False,False,5403,3268.0,Minor,2021-01-25,settled,0,11,0,False,3268.0,False,CUST21217,49,Female,Student,Manchester,15772,29,SUV,8,Fair,,,,,,,,
CLM34405,POL14710,2020-10-26,2020-10-26,Weather,Medium,False,False,19197,14645.0,Major,2021-05-09,settled,0,10,0,False,14645.0,False,CUST24710,30,Male,Unemployed,Cardiff,12402,8,Sedan,20,Excellent,,,,,,,,
CLM34406,POL14616,2020-01-26,2020-01-31,Weather,Low,False,False,11595,9182.0,Major,2020-04-04,settled,0,1,4,False,9182.0,False,CUST24616,61,Female,Retired,London,11781,41,Sedan,3,Excellent,,,,,,,,
CLM34407,POL10267,2023-02-14,2023-02-17,Collision,Medium,False,False,1844,2662.0,Minor,2023-07-11,settled,0,2,4,False,2662.0,False,CUST20267,68,Male,Retired,Newcastle,11129,47,Hatchback,2,Excellent,1.0,1.0,True,False,False,True,False,False
CLM34408,POL12914,2021-02-18,2021-02-19,Collision,Medium,False,False,45448,43951.0,Severe,2021-07-14,settled,0,2,4,False,43951.0,False,CUST22914,28,Male,Unemployed,Edinburgh,8450,6,Coupe,19,Excellent,,,,,,,,
CLM34409,POL11444,2023-11-04,2023-11-04,Theft,Low,False,False,12952,10874.0,Moderate,2023-12-11,settled,0,11,5,True,10874.0,False,CUST21444,31,Male,Employed,Glasgow,18574,9,Coupe,11,Excellent,,,,,,,,
CLM34410,POL11784,2020-11-07,2020-11-08,Collision,Low,False,False,7212,6434.0,Moderate,2021-01-20,settled,0,11,6,True,6434.0,False,CUST21784,32,Male,Student,Newcastle,10733,14,Sedan,5,Good,,,,,,,,
CLM34411,POL11521,2022-07-04,2022-07-05,Weather,Low,True,False,2576,3719.0,Minor,,open,1,7,1,False,3719.0,False,CUST21521,42,Female,Employed,Cardiff,10095,23,Hatchback,12,Excellent,,,,,,,,
CLM34412,POL14150,2019-12-04,2019-12-04,Weather,Medium,False,False,10676,6788.0,Moderate,2020-04-25,settled,0,12,2,False,6788.0,False,CUST24150,51,Male,Self-Employed,Glasgow,9034,30,Sedan,3,Good,,,,,,,,
CLM34413,POL12949,2023-05-13,2023-05-13,Fire,Low,False,False,21209,16927.0,Minor,2023-08-10,settled,0,5,5,True,16927.0,False,CUST22949,57,Male,Retired,Birmingham,13315,35,Sedan,2,Good,,,,,,,,
CLM34414,POL13599,2019-03-28,2019-04-27,Weather,Medium,False,False,3288,1961.0,Minor,2019-09-14,settled,0,4,5,True,1961.0,False,CUST23599,46,Male,Self-Employed,Cardiff,18728,27,Hatchback,0,Poor,1.0,1.0,True,False,False,False,False,True
CLM34415,POL13363,2025-04-26,2025-04-29,Collision,Low,False,False,2599,1740.0,Minor,2025-07-14,settled,0,4,1,False,1740.0,False,CUST23363,47,Male,Employed,Manchester,8456,27,Hatchback,14,Excellent,1.0,2.0,False,True,False,False,True,False
CLM34416,POL11932,2020-02-05,2020-02-08,Collision,Low,False,False,2456,2207.0,Minor,2020-03-12,settled,0,2,5,True,2207.0,False,CUST21932,20,Male,Student,Birmingham,9481,0,Sedan,4,Fair,,,,,,,,
CLM34417,POL10070,2023-10-08,2023-10-14,Weather,Low,False,False,7773,7180.0,Moderate,2024-01-12,settled,0,10,5,True,7180.0,False,CUST20070,75,Female,Retired,Birmingham,16717,54,SUV,16,Excellent,1.0,1.0,True,False,False,True,False,False
CLM34418,POL12644,2023-11-05,2023-11-07,Collision,Low,False,False,16241,12372.0,Major,2024-01-11,settled,0,11,1,False,12372.0,False,CUST22644,69,Female,Retired,Bristol,12401,50,Van,8,Poor,,,,,,,,
CLM34419,POL14598,2025-04-28,2025-04-28,Collision,Medium,False,False,58185,55643.0,Severe,2025-11-21,settled,0,4,0,False,55643.0,False,CUST24598,32,Female,Employed,Glasgow,9404,10,Motorcycle,13,Excellent,,,,,,,,
